"strain","stack","cell","Ede1","nuages","bg","dataset"
"MKY3552","02","Cell06","366-900","0","wt","1"
"MKY3548","06","Cell02","366-1381","0","wt","1"
"MKY3546","06","Cell03","1-900","0","wt","1"
"MKY3552","07","Cell05","366-900","1","wt","1"
"MKY3554","09","Cell03","591-900","0","wt","1"
"MKY3550","08","Cell07","591-1381","0","wt","1"
"MKY4083","04","Cell06","1-590","0","wt","1"
"MKY3550","09","Cell09","591-1381","0","wt","1"
"MKY3550","04","Cell08","591-1381","0","wt","1"
"MKY3554","03","Cell08","591-900","0","wt","1"
"MKY3546","03","Cell09","1-900","0","wt","1"
"MKY4083","04","Cell02","1-590","0","wt","1"
"MKY3552","08","Cell02","366-900","1","wt","1"
"MKY3546","08","Cell05","1-900","0","wt","1"
"MKY3552","07","Cell06","366-900","0","wt","1"
"MKY3548","05","Cell01","366-1381","1","wt","1"
"MKY3546","05","Cell01","1-900","0","wt","1"
"MKY4083","02","Cell03","1-590","0","wt","1"
"MKY3546","05","Cell05","1-900","0","wt","1"
"MKY4083","06","Cell03","1-590","0","wt","1"
"MKY3552","04","Cell09","366-900","0","wt","1"
"MKY3554","04","Cell05","591-900","0","wt","1"
"MKY3546","01","Cell02","1-900","0","wt","1"
"MKY3546","07","Cell01","1-900","0","wt","1"
"MKY4083","03","Cell02","1-590","0","wt","1"
"MKY4083","02","Cell02","1-590","0","wt","1"
"MKY3552","09","Cell07","366-900","1","wt","1"
"MKY4083","04","Cell05","1-590","0","wt","1"
"MKY3554","03","Cell07","591-900","0","wt","1"
"MKY3552","03","Cell06","366-900","0","wt","1"
"MKY4083","01","Cell03","1-590","0","wt","1"
"MKY4083","07","Cell04","1-590","0","wt","1"
"MKY3554","05","Cell05","591-900","0","wt","1"
"MKY3546","07","Cell06","1-900","0","wt","1"
"MKY4083","09","Cell02","1-590","0","wt","1"
"MKY4083","07","Cell01","1-590","0","wt","1"
"MKY3554","08","Cell06","591-900","0","wt","1"
"MKY3546","02","Cell11","1-900","0","wt","1"
"MKY4083","03","Cell08","1-590","0","wt","1"
"MKY4083","09","Cell03","1-590","0","wt","1"
"MKY3548","03","Cell05","366-1381","0","wt","1"
"MKY3550","05","Cell01","591-1381","0","wt","1"
"MKY3546","03","Cell03","1-900","0","wt","1"
"MKY3554","02","Cell05","591-900","0","wt","1"
"MKY3546","03","Cell08","1-900","0","wt","1"
"MKY3548","03","Cell01","366-1381","0","wt","1"
"MKY4083","01","Cell09","1-590","0","wt","1"
"MKY3552","06","Cell11","366-900","0","wt","1"
"MKY3550","09","Cell07","591-1381","0","wt","1"
"MKY3548","09","Cell01","366-1381","0","wt","1"
"MKY3554","09","Cell05","591-900","0","wt","1"
"MKY3550","08","Cell02","591-1381","0","wt","1"
"MKY3548","05","Cell03","366-1381","1","wt","1"
"MKY3550","01","Cell07","591-1381","0","wt","1"
"MKY4083","08","Cell04","1-590","0","wt","1"
"MKY3550","07","Cell04","591-1381","0","wt","1"
"MKY3546","08","Cell04","1-900","0","wt","1"
"MKY4083","01","Cell04","1-590","0","wt","1"
"MKY3554","08","Cell04","591-900","0","wt","1"
"MKY3550","04","Cell01","591-1381","0","wt","1"
"MKY3550","02","Cell01","591-1381","0","wt","1"
"MKY4083","02","Cell07","1-590","0","wt","1"
"MKY3554","05","Cell06","591-900","0","wt","1"
"MKY3552","01","Cell05","366-900","1","wt","1"
"MKY3552","04","Cell08","366-900","0","wt","1"
"MKY3548","01","Cell06","366-1381","0","wt","1"
"MKY3550","08","Cell06","591-1381","0","wt","1"
"MKY3548","03","Cell04","366-1381","0","wt","1"
"MKY3550","09","Cell04","591-1381","0","wt","1"
"MKY3548","01","Cell04","366-1381","0","wt","1"
"MKY3554","07","Cell03","591-900","0","wt","1"
"MKY3552","09","Cell03","366-900","0","wt","1"
"MKY3548","05","Cell08","366-1381","0","wt","1"
"MKY3552","09","Cell08","366-900","0","wt","1"
"MKY3548","09","Cell03","366-1381","0","wt","1"
"MKY3550","07","Cell03","591-1381","0","wt","1"
"MKY3554","06","Cell03","591-900","0","wt","1"
"MKY3546","04","Cell05","1-900","0","wt","1"
"MKY4083","01","Cell01","1-590","0","wt","1"
"MKY3552","06","Cell07","366-900","1","wt","1"
"MKY4083","01","Cell08","1-590","0","wt","1"
"MKY3552","04","Cell01","366-900","1","wt","1"
"MKY3550","09","Cell03","591-1381","0","wt","1"
"MKY3548","01","Cell03","366-1381","0","wt","1"
"MKY3548","09","Cell02","366-1381","0","wt","1"
"MKY3550","08","Cell04","591-1381","0","wt","1"
"MKY4083","08","Cell06","1-590","0","wt","1"
"MKY3552","03","Cell03","366-900","1","wt","1"
"MKY3548","06","Cell05","366-1381","0","wt","1"
"MKY3552","05","Cell04","366-900","1","wt","1"
"MKY4083","02","Cell01","1-590","0","wt","1"
"MKY3546","02","Cell01","1-900","0","wt","1"
"MKY3546","05","Cell04","1-900","0","wt","1"
"MKY3546","07","Cell04","1-900","0","wt","1"
"MKY3552","01","Cell08","366-900","0","wt","1"
"MKY3548","06","Cell07","366-1381","1","wt","1"
"MKY3546","05","Cell02","1-900","0","wt","1"
"MKY4083","05","Cell07","1-590","0","wt","1"
"MKY3554","05","Cell03","591-900","0","wt","1"
"MKY3552","09","Cell06","366-900","0","wt","1"
"MKY3550","09","Cell01","591-1381","0","wt","1"
"MKY3552","06","Cell08","366-900","1","wt","1"
"MKY3554","06","Cell02","591-900","0","wt","1"
"MKY3550","09","Cell06","591-1381","0","wt","1"
"MKY4083","06","Cell05","1-590","0","wt","1"
"MKY3548","09","Cell04","366-1381","1","wt","1"
"MKY3546","01","Cell01","1-900","0","wt","1"
"MKY3554","02","Cell06","591-900","0","wt","1"
"MKY3546","08","Cell07","1-900","0","wt","1"
"MKY3546","05","Cell06","1-900","0","wt","1"
"MKY3554","04","Cell07","591-900","0","wt","1"
"MKY3552","06","Cell05","366-900","0","wt","1"
"MKY3552","03","Cell07","366-900","0","wt","1"
"MKY3546","04","Cell06","1-900","0","wt","1"
"MKY4083","03","Cell06","1-590","0","wt","1"
"MKY3548","07","Cell05","366-1381","0","wt","1"
"MKY3550","06","Cell01","591-1381","0","wt","1"
"MKY4083","05","Cell04","1-590","0","wt","1"
"MKY3546","04","Cell08","1-900","0","wt","1"
"MKY3550","03","Cell07","591-1381","0","wt","1"
"MKY4083","09","Cell06","1-590","0","wt","1"
"MKY3550","08","Cell05","591-1381","0","wt","1"
"MKY4083","06","Cell01","1-590","0","wt","1"
"MKY3546","04","Cell07","1-900","0","wt","1"
"MKY3550","03","Cell04","591-1381","0","wt","1"
"MKY3546","03","Cell07","1-900","0","wt","1"
"MKY3548","07","Cell04","366-1381","0","wt","1"
"MKY3546","06","Cell02","1-900","0","wt","1"
"MKY3548","04","Cell04","366-1381","0","wt","1"
"MKY3546","01","Cell04","1-900","0","wt","1"
"MKY3554","03","Cell06","591-900","0","wt","1"
"MKY3554","04","Cell03","591-900","0","wt","1"
"MKY3550","01","Cell05","591-1381","0","wt","1"
"MKY3550","03","Cell05","591-1381","0","wt","1"
"MKY3546","05","Cell03","1-900","0","wt","1"
"MKY3554","08","Cell07","591-900","0","wt","1"
"MKY4083","06","Cell04","1-590","0","wt","1"
"MKY3550","06","Cell05","591-1381","0","wt","1"
"MKY3550","09","Cell08","591-1381","0","wt","1"
"MKY3552","04","Cell03","366-900","1","wt","1"
"MKY3554","08","Cell01","591-900","0","wt","1"
"MKY3548","05","Cell05","366-1381","0","wt","1"
"MKY3552","01","Cell03","366-900","0","wt","1"
"MKY3546","02","Cell04","1-900","0","wt","1"
"MKY3546","03","Cell06","1-900","0","wt","1"
"MKY4083","03","Cell03","1-590","0","wt","1"
"MKY4083","01","Cell05","1-590","0","wt","1"
"MKY3546","03","Cell04","1-900","0","wt","1"
"MKY3554","07","Cell04","591-900","0","wt","1"
"MKY3552","03","Cell01","366-900","1","wt","1"
"MKY3550","08","Cell03","591-1381","0","wt","1"
"MKY3552","09","Cell01","366-900","1","wt","1"
"MKY3550","04","Cell03","591-1381","0","wt","1"
"MKY3548","04","Cell01","366-1381","0","wt","1"
"MKY3550","06","Cell06","591-1381","0","wt","1"
"MKY3548","08","Cell02","366-1381","0","wt","1"
"MKY3552","02","Cell09","366-900","0","wt","1"
"MKY4083","09","Cell04","1-590","0","wt","1"
"MKY3554","01","Cell06","591-900","0","wt","1"
"MKY3554","06","Cell06","591-900","0","wt","1"
"MKY3550","03","Cell03","591-1381","0","wt","1"
"MKY3548","02","Cell02","366-1381","0","wt","1"
"MKY3546","07","Cell02","1-900","0","wt","1"
"MKY4083","08","Cell01","1-590","0","wt","1"
"MKY4083","03","Cell07","1-590","0","wt","1"
"MKY3552","06","Cell09","366-900","0","wt","1"
"MKY3548","05","Cell09","366-1381","1","wt","1"
"MKY3546","07","Cell05","1-900","0","wt","1"
"MKY3546","03","Cell02","1-900","0","wt","1"
"MKY3548","06","Cell06","366-1381","0","wt","1"
"MKY4083","04","Cell03","1-590","0","wt","1"
"MKY3554","09","Cell06","591-900","0","wt","1"
"MKY3550","04","Cell04","591-1381","0","wt","1"
"MKY3548","05","Cell07","366-1381","0","wt","1"
"MKY3554","08","Cell05","591-900","0","wt","1"
"MKY3552","06","Cell01","366-900","1","wt","1"
"MKY3552","09","Cell02","366-900","1","wt","1"
"MKY3552","02","Cell08","366-900","1","wt","1"
"MKY3552","09","Cell05","366-900","1","wt","1"
"MKY3552","06","Cell04","366-900","0","wt","1"
"MKY3554","01","Cell03","591-900","0","wt","1"
"MKY3546","09","Cell06","1-900","0","wt","1"
"MKY3554","03","Cell03","591-900","0","wt","1"
"MKY3548","08","Cell04","366-1381","0","wt","1"
"MKY3550","05","Cell02","591-1381","0","wt","1"
"MKY3548","02","Cell04","366-1381","0","wt","1"
"MKY3552","07","Cell01","366-900","0","wt","1"
"MKY3546","04","Cell04","1-900","0","wt","1"
"MKY3546","01","Cell03","1-900","0","wt","1"
"MKY3552","04","Cell05","366-900","1","wt","1"
"MKY3552","01","Cell07","366-900","0","wt","1"
"MKY4083","02","Cell08","1-590","0","wt","1"
"MKY3554","05","Cell04","591-900","0","wt","1"
"MKY3550","05","Cell04","591-1381","0","wt","1"
"MKY3550","04","Cell06","591-1381","0","wt","1"
"MKY3548","07","Cell03","366-1381","1","wt","1"
"MKY3548","03","Cell06","366-1381","0","wt","1"
"MKY3554","02","Cell01","591-900","0","wt","1"
"MKY3548","08","Cell07","366-1381","0","wt","1"
"MKY3548","09","Cell05","366-1381","0","wt","1"
"MKY4083","07","Cell06","1-590","0","wt","1"
"MKY3546","02","Cell05","1-900","0","wt","1"
"MKY3554","06","Cell05","591-900","0","wt","1"
"MKY3548","07","Cell07","366-1381","1","wt","1"
"MKY3552","08","Cell04","366-900","0","wt","1"
"MKY3554","09","Cell07","591-900","0","wt","1"
"MKY3550","01","Cell03","591-1381","0","wt","1"
"MKY3550","06","Cell04","591-1381","0","wt","1"
"MKY3554","09","Cell08","591-900","0","wt","1"
"MKY3546","02","Cell10","1-900","0","wt","1"
"MKY3552","01","Cell06","366-900","0","wt","1"
"MKY3550","08","Cell01","591-1381","0","wt","1"
"MKY3548","05","Cell02","366-1381","1","wt","1"
"MKY3546","04","Cell02","1-900","0","wt","1"
"MKY3552","09","Cell09","366-900","1","wt","1"
"MKY3550","01","Cell01","591-1381","0","wt","1"
"MKY3548","01","Cell01","366-1381","0","wt","1"
"MKY3546","09","Cell03","1-900","0","wt","1"
"MKY3546","08","Cell09","1-900","0","wt","1"
"MKY3552","01","Cell02","366-900","1","wt","1"
"MKY3548","07","Cell06","366-1381","0","wt","1"
"MKY3550","05","Cell03","591-1381","0","wt","1"
"MKY3548","04","Cell03","366-1381","0","wt","1"
"MKY3546","09","Cell02","1-900","0","wt","1"
"MKY3552","06","Cell10","366-900","0","wt","1"
"MKY3552","09","Cell04","366-900","1","wt","1"
"MKY3552","08","Cell06","366-900","1","wt","1"
"MKY3552","05","Cell09","366-900","0","wt","1"
"MKY3552","04","Cell02","366-900","0","wt","1"
"MKY3550","03","Cell02","591-1381","0","wt","1"
"MKY4083","06","Cell02","1-590","0","wt","1"
"MKY3554","03","Cell01","591-900","0","wt","1"
"MKY4083","02","Cell04","1-590","0","wt","1"
"MKY3548","05","Cell04","366-1381","0","wt","1"
"MKY3546","02","Cell03","1-900","0","wt","1"
"MKY3554","02","Cell02","591-900","0","wt","1"
"MKY3548","06","Cell04","366-1381","1","wt","1"
"MKY3546","02","Cell06","1-900","0","wt","1"
"MKY4083","03","Cell01","1-590","0","wt","1"
"MKY3552","06","Cell06","366-900","1","wt","1"
"MKY3552","04","Cell07","366-900","0","wt","1"
"MKY3554","01","Cell02","591-900","0","wt","1"
"MKY3548","05","Cell06","366-1381","1","wt","1"
"MKY3550","02","Cell02","591-1381","0","wt","1"
"MKY3552","05","Cell01","366-900","1","wt","1"
"MKY3546","02","Cell07","1-900","0","wt","1"
"MKY3554","09","Cell02","591-900","0","wt","1"
"MKY3550","07","Cell01","591-1381","0","wt","1"
"MKY3554","04","Cell06","591-900","0","wt","1"
"MKY3554","08","Cell03","591-900","0","wt","1"
"MKY3546","08","Cell01","1-900","0","wt","1"
"MKY3548","01","Cell08","366-1381","0","wt","1"
"MKY3546","04","Cell01","1-900","0","wt","1"
"MKY3552","08","Cell03","366-900","0","wt","1"
"MKY3546","09","Cell05","1-900","0","wt","1"
"MKY3548","07","Cell01","366-1381","1","wt","1"
"MKY4083","03","Cell05","1-590","0","wt","1"
"MKY3552","06","Cell02","366-900","0","wt","1"
"MKY3550","06","Cell02","591-1381","0","wt","1"
"MKY3552","07","Cell03","366-900","1","wt","1"
"MKY3550","02","Cell04","591-1381","0","wt","1"
"MKY3546","02","Cell02","1-900","0","wt","1"
"MKY3554","05","Cell01","591-900","0","wt","1"
"MKY4083","08","Cell07","1-590","0","wt","1"
"MKY4083","04","Cell07","1-590","0","wt","1"
"MKY3552","08","Cell05","366-900","0","wt","1"
"MKY4083","05","Cell02","1-590","0","wt","1"
"MKY3552","05","Cell07","366-900","0","wt","1"
"MKY3546","05","Cell07","1-900","0","wt","1"
"MKY4083","05","Cell06","1-590","0","wt","1"
"MKY3546","03","Cell10","1-900","0","wt","1"
"MKY4083","02","Cell06","1-590","0","wt","1"
"MKY3550","01","Cell04","591-1381","0","wt","1"
"MKY3552","02","Cell10","366-900","0","wt","1"
"MKY3554","03","Cell05","591-900","0","wt","1"
"MKY3548","04","Cell02","366-1381","1","wt","1"
"MKY3550","04","Cell05","591-1381","0","wt","1"
"MKY3554","06","Cell04","591-900","0","wt","1"
"MKY3554","06","Cell07","591-900","0","wt","1"
"MKY4083","01","Cell02","1-590","0","wt","1"
"MKY3550","01","Cell06","591-1381","0","wt","1"
"MKY3546","07","Cell07","1-900","0","wt","1"
"MKY3548","08","Cell03","366-1381","1","wt","1"
"MKY3550","02","Cell03","591-1381","0","wt","1"
"MKY3552","06","Cell03","366-900","0","wt","1"
"MKY3548","02","Cell03","366-1381","0","wt","1"
"MKY3546","08","Cell03","1-900","0","wt","1"
"MKY3550","07","Cell05","591-1381","0","wt","1"
"MKY4083","07","Cell05","1-590","0","wt","1"
"MKY3554","04","Cell02","591-900","0","wt","1"
"MKY3550","09","Cell02","591-1381","0","wt","1"
"MKY3554","03","Cell02","591-900","0","wt","1"
"MKY3546","06","Cell05","1-900","0","wt","1"
"MKY3552","08","Cell07","366-900","0","wt","1"
"MKY3550","03","Cell01","591-1381","0","wt","1"
"MKY3554","06","Cell08","591-900","0","wt","1"
"MKY3548","07","Cell08","366-1381","0","wt","1"
"MKY3546","06","Cell06","1-900","0","wt","1"
"MKY3548","01","Cell02","366-1381","1","wt","1"
"MKY4083","04","Cell01","1-590","0","wt","1"
"MKY4083","09","Cell05","1-590","0","wt","1"
"MKY3548","03","Cell03","366-1381","0","wt","1"
"MKY3554","01","Cell05","591-900","0","wt","1"
"MKY3554","09","Cell01","591-900","0","wt","1"
"MKY3552","03","Cell02","366-900","1","wt","1"
"MKY4083","04","Cell04","1-590","0","wt","1"
"MKY3548","07","Cell02","366-1381","1","wt","1"
"MKY4083","07","Cell03","1-590","0","wt","1"
"MKY3554","05","Cell02","591-900","0","wt","1"
"MKY3548","06","Cell01","366-1381","0","wt","1"
"MKY3552","02","Cell02","366-900","0","wt","1"
"MKY3554","02","Cell07","591-900","0","wt","1"
"MKY3552","04","Cell10","366-900","0","wt","1"
"MKY4083","05","Cell01","1-590","0","wt","1"
"MKY3554","07","Cell01","591-900","0","wt","1"
"MKY3550","09","Cell05","591-1381","0","wt","1"
"MKY3550","02","Cell06","591-1381","0","wt","1"
"MKY3552","03","Cell04","366-900","0","wt","1"
"MKY3554","07","Cell02","591-900","0","wt","1"
"MKY3548","04","Cell05","366-1381","0","wt","1"
"MKY4083","07","Cell02","1-590","0","wt","1"
"MKY4083","01","Cell07","1-590","0","wt","1"
"MKY3546","08","Cell08","1-900","0","wt","1"
"MKY3546","09","Cell07","1-900","0","wt","1"
"MKY3552","02","Cell05","366-900","0","wt","1"
"MKY3552","05","Cell08","366-900","0","wt","1"
"MKY3546","07","Cell03","1-900","0","wt","1"
"MKY3554","04","Cell01","591-900","0","wt","1"
"MKY3552","02","Cell04","366-900","1","wt","1"
"MKY3554","03","Cell04","591-900","0","wt","1"
"MKY4083","01","Cell06","1-590","0","wt","1"
"MKY3546","03","Cell01","1-900","0","wt","1"
"MKY3546","08","Cell02","1-900","0","wt","1"
"MKY3550","03","Cell06","591-1381","0","wt","1"
"MKY4083","05","Cell05","1-590","0","wt","1"
"MKY3552","02","Cell01","366-900","1","wt","1"
"MKY3546","09","Cell04","1-900","0","wt","1"
"MKY3552","07","Cell02","366-900","1","wt","1"
"MKY3552","02","Cell07","366-900","0","wt","1"
"MKY4083","09","Cell07","1-590","0","wt","1"
"MKY3552","07","Cell04","366-900","0","wt","1"
"MKY3554","02","Cell03","591-900","0","wt","1"
"MKY3548","03","Cell02","366-1381","0","wt","1"
"MKY3546","08","Cell06","1-900","0","wt","1"
"MKY3548","01","Cell07","366-1381","0","wt","1"
"MKY3548","01","Cell05","366-1381","0","wt","1"
"MKY3554","02","Cell04","591-900","0","wt","1"
"MKY3550","01","Cell02","591-1381","0","wt","1"
"MKY3554","07","Cell05","591-900","0","wt","1"
"MKY4083","09","Cell01","1-590","0","wt","1"
"MKY3552","05","Cell06","366-900","1","wt","1"
"MKY3552","01","Cell04","366-900","0","wt","1"
"MKY3548","08","Cell06","366-1381","0","wt","1"
"MKY3550","04","Cell02","591-1381","0","wt","1"
"MKY3548","09","Cell06","366-1381","0","wt","1"
"MKY3548","06","Cell03","366-1381","1","wt","1"
"MKY3548","08","Cell01","366-1381","0","wt","1"
"MKY3554","01","Cell01","591-900","0","wt","1"
"MKY4083","08","Cell05","1-590","0","wt","1"
"MKY3552","02","Cell03","366-900","1","wt","1"
"MKY3548","02","Cell01","366-1381","0","wt","1"
"MKY3550","07","Cell02","591-1381","0","wt","1"
"MKY3554","01","Cell04","591-900","0","wt","1"
"MKY3554","06","Cell01","591-900","0","wt","1"
"MKY3554","09","Cell04","591-900","0","wt","1"
"MKY3552","05","Cell02","366-900","1","wt","1"
"MKY3552","05","Cell03","366-900","1","wt","1"
"MKY4083","08","Cell02","1-590","0","wt","1"
"MKY4083","02","Cell05","1-590","0","wt","1"
"MKY4083","03","Cell04","1-590","0","wt","1"
"MKY3552","01","Cell01","366-900","1","wt","1"
"MKY4083","06","Cell06","1-590","0","wt","1"
"MKY3554","08","Cell02","591-900","0","wt","1"
"MKY3546","06","Cell04","1-900","0","wt","1"
"MKY3546","04","Cell03","1-900","0","wt","1"
"MKY3546","02","Cell09","1-900","0","wt","1"
"MKY3548","08","Cell05","366-1381","0","wt","1"
"MKY4083","05","Cell03","1-590","0","wt","1"
"MKY3552","04","Cell04","366-900","1","wt","1"
"MKY3552","05","Cell05","366-900","0","wt","1"
"MKY3552","03","GFP","366-900","0","wt","2"
"MKY3553","09","GFP","366-900","1","3×ΔEA","2"
"MKY0172","05","GFP","FL","0","wt","2"
"MKY3548","04","GFP","366-1381","0","wt","2"
"MKY3546","05","GFP","1-900","0","wt","2"
"MKY3519","09","GFP","1-590","0","3×ΔEA","2"
"MKY3546","03","GFP","1-900","0","wt","2"
"MKY0172","06","GFP","FL","0","wt","2"
"MKY3549","04","GFP","366-1381","1","3×ΔEA","2"
"MKY3552","06","GFP","366-900","1","wt","2"
"MKY3546","06","GFP","1-900","0","wt","2"
"MKY3548","04","GFP","366-1381","0","wt","2"
"MKY0532","01","GFP","FL","1","3×ΔEA","2"
"MKY3547","08","GFP","1-900","1","3×ΔEA","2"
"MKY3519","05","GFP","1-590","0","3×ΔEA","2"
"MKY3547","06","GFP","1-900","1","3×ΔEA","2"
"MKY3547","03","GFP","1-900","1","3×ΔEA","2"
"MKY3547","09","GFP","1-900","1","3×ΔEA","2"
"MKY3554","04","GFP","591-900","0","wt","2"
"MKY3547","06","GFP","1-900","1","3×ΔEA","2"
"MKY3549","01","GFP","366-1381","0","3×ΔEA","2"
"MKY3549","05","GFP","366-1381","1","3×ΔEA","2"
"MKY3555","09","GFP","591-900","0","3×ΔEA","2"
"MKY4083","07","GFP","1-590","0","wt","2"
"MKY3553","05","GFP","366-900","1","3×ΔEA","2"
"MKY3546","06","GFP","1-900","0","wt","2"
"MKY3548","09","GFP","366-1381","1","wt","2"
"MKY3547","05","GFP","1-900","1","3×ΔEA","2"
"MKY3549","05","GFP","366-1381","1","3×ΔEA","2"
"MKY3546","07","GFP","1-900","0","wt","2"
"MKY0172","05","GFP","FL","0","wt","2"
"MKY4083","03","GFP","1-590","0","wt","2"
"MKY3552","01","GFP","366-900","0","wt","2"
"MKY3519","03","GFP","1-590","0","3×ΔEA","2"
"MKY3547","09","GFP","1-900","1","3×ΔEA","2"
"MKY3519","03","GFP","1-590","0","3×ΔEA","2"
"MKY3550","08","GFP","591-1381","0","wt","2"
"MKY3554","05","GFP","591-900","0","wt","2"
"MKY3555","04","GFP","591-900","0","3×ΔEA","2"
"MKY3519","06","GFP","1-590","0","3×ΔEA","2"
"MKY0172","01","GFP","FL","0","wt","2"
"MKY4083","09","GFP","1-590","0","wt","2"
"MKY3546","03","GFP","1-900","0","wt","2"
"MKY3549","01","GFP","366-1381","1","3×ΔEA","2"
"MKY4083","06","GFP","1-590","0","wt","2"
"MKY3519","07","GFP","1-590","0","3×ΔEA","2"
"MKY3551","06","GFP","591-1381","0","3×ΔEA","2"
"MKY0172","05","GFP","FL","0","wt","2"
"MKY3551","07","GFP","591-1381","0","3×ΔEA","2"
"MKY3550","05","GFP","591-1381","0","wt","2"
"MKY3519","01","GFP","1-590","0","3×ΔEA","2"
"MKY4083","02","GFP","1-590","0","wt","2"
"MKY3550","04","GFP","591-1381","0","wt","2"
"MKY3550","02","GFP","591-1381","0","wt","2"
"MKY0172","02","GFP","FL","0","wt","2"
"MKY3550","08","GFP","591-1381","0","wt","2"
"MKY3519","08","GFP","1-590","0","3×ΔEA","2"
"MKY3519","08","GFP","1-590","0","3×ΔEA","2"
"MKY0172","05","GFP","FL","0","wt","2"
"MKY0532","06","GFP","FL","0","3×ΔEA","2"
"MKY3552","05","GFP","366-900","0","wt","2"
"MKY3546","09","GFP","1-900","0","wt","2"
"MKY3552","09","GFP","366-900","0","wt","2"
"MKY3552","03","GFP","366-900","0","wt","2"
"MKY3548","06","GFP","366-1381","0","wt","2"
"MKY3549","05","GFP","366-1381","1","3×ΔEA","2"
"MKY3547","03","GFP","1-900","0","3×ΔEA","2"
"MKY0172","08","GFP","FL","0","wt","2"
"MKY0172","07","GFP","FL","0","wt","2"
"MKY3551","05","GFP","591-1381","0","3×ΔEA","2"
"MKY3519","07","GFP","1-590","0","3×ΔEA","2"
"MKY3552","06","GFP","366-900","0","wt","2"
"MKY3554","01","GFP","591-900","0","wt","2"
"MKY4083","09","GFP","1-590","0","wt","2"
"MKY3554","06","GFP","591-900","0","wt","2"
"MKY3550","05","GFP","591-1381","0","wt","2"
"MKY3552","04","GFP","366-900","0","wt","2"
"MKY3546","03","GFP","1-900","0","wt","2"
"MKY4083","09","GFP","1-590","0","wt","2"
"MKY3550","04","GFP","591-1381","0","wt","2"
"MKY3550","01","GFP","591-1381","0","wt","2"
"MKY0172","08","GFP","FL","0","wt","2"
"MKY3549","04","GFP","366-1381","0","3×ΔEA","2"
"MKY3554","03","GFP","591-900","0","wt","2"
"MKY3549","07","GFP","366-1381","0","3×ΔEA","2"
"MKY3552","09","GFP","366-900","0","wt","2"
"MKY3550","03","GFP","591-1381","0","wt","2"
"MKY3546","08","GFP","1-900","0","wt","2"
"MKY4083","07","GFP","1-590","0","wt","2"
"MKY4083","05","GFP","1-590","0","wt","2"
"MKY3547","03","GFP","1-900","1","3×ΔEA","2"
"MKY0172","06","GFP","FL","0","wt","2"
"MKY0172","05","GFP","FL","0","wt","2"
"MKY3519","05","GFP","1-590","0","3×ΔEA","2"
"MKY3519","05","GFP","1-590","0","3×ΔEA","2"
"MKY3551","03","GFP","591-1381","0","3×ΔEA","2"
"MKY3519","03","GFP","1-590","0","3×ΔEA","2"
"MKY3554","02","GFP","591-900","0","wt","2"
"MKY4083","07","GFP","1-590","0","wt","2"
"MKY3547","08","GFP","1-900","1","3×ΔEA","2"
"MKY0532","02","GFP","FL","1","3×ΔEA","2"
"MKY4083","06","GFP","1-590","0","wt","2"
"MKY3549","05","GFP","366-1381","0","3×ΔEA","2"
"MKY3519","07","GFP","1-590","0","3×ΔEA","2"
"MKY3552","03","GFP","366-900","0","wt","2"
"MKY3546","09","GFP","1-900","0","wt","2"
"MKY3547","06","GFP","1-900","1","3×ΔEA","2"
"MKY3519","07","GFP","1-590","0","3×ΔEA","2"
"MKY0172","02","GFP","FL","0","wt","2"
"MKY3553","05","GFP","366-900","1","3×ΔEA","2"
"MKY3546","07","GFP","1-900","0","wt","2"
"MKY3546","08","GFP","1-900","0","wt","2"
"MKY3554","03","GFP","591-900","0","wt","2"
"MKY3551","03","GFP","591-1381","0","3×ΔEA","2"
"MKY3546","04","GFP","1-900","0","wt","2"
"MKY3551","02","GFP","591-1381","0","3×ΔEA","2"
"MKY3550","06","GFP","591-1381","0","wt","2"
"MKY3548","06","GFP","366-1381","0","wt","2"
"MKY3551","08","GFP","591-1381","0","3×ΔEA","2"
"MKY0172","09","GFP","FL","0","wt","2"
"MKY3554","01","GFP","591-900","0","wt","2"
"MKY3547","06","GFP","1-900","0","3×ΔEA","2"
"MKY3552","04","GFP","366-900","0","wt","2"
"MKY0532","03","GFP","FL","1","3×ΔEA","2"
"MKY3547","07","GFP","1-900","1","3×ΔEA","2"
"MKY3549","07","GFP","366-1381","1","3×ΔEA","2"
"MKY3550","07","GFP","591-1381","0","wt","2"
"MKY3552","05","GFP","366-900","0","wt","2"
"MKY3547","01","GFP","1-900","1","3×ΔEA","2"
"MKY3554","07","GFP","591-900","0","wt","2"
"MKY3548","03","GFP","366-1381","1","wt","2"
"MKY3554","05","GFP","591-900","0","wt","2"
"MKY0172","02","GFP","FL","0","wt","2"
"MKY3552","02","GFP","366-900","0","wt","2"
"MKY3552","09","GFP","366-900","0","wt","2"
"MKY0172","05","GFP","FL","0","wt","2"
"MKY3553","03","GFP","366-900","1","3×ΔEA","2"
"MKY3554","02","GFP","591-900","0","wt","2"
"MKY0532","09","GFP","FL","1","3×ΔEA","2"
"MKY3549","08","GFP","366-1381","1","3×ΔEA","2"
"MKY0172","04","GFP","FL","0","wt","2"
"MKY3554","01","GFP","591-900","0","wt","2"
"MKY3554","03","GFP","591-900","0","wt","2"
"MKY3551","07","GFP","591-1381","0","3×ΔEA","2"
"MKY3552","02","GFP","366-900","0","wt","2"
"MKY3547","02","GFP","1-900","1","3×ΔEA","2"
